POINTID,MDE,ASPECTB,HARB,PMA,TMEDPROM,EVI
5895,2253,1.484,26,897,17.11,0.544856
5896,2225,1.9904,24,898,17.07,0.560118
5897,2206,1.1788,27,901,16.99,0.723463
5898,2218,1.7982,19,901,16.99,0.645661
5899,2198,1.4473,21,901,16.97,0.4711
5900,2230,1.5051,19,897,17.17,0.45167
5901,2172,0.963,17,892,17.5,0.463949
5903,2026,0.7981,13,879,18.27,0.275489
5904,1945,1.0516,3,874,18.55,0.263052
5906,1819,0.0587,14,870,18.78,0.424187
5907,1924,0.1107,14,873,18.54,0.268613
5908,1953,0.1922,14,875,18.4,0.252146
5910,1967,0.0737,11,875,18.4,0.262937
5911,1906,1.6135,5,872,18.6,0.246085
5912,1829,1.8059,5,868,18.84,0.262958
5913,1763,1.9978,13,866,19.02,0.258423
5914,1763,0.0093,9,868,18.9,0.243778
5916,1853,1.9822,9,867,18.93,0.276718
5917,1732,1.4755,5,864,19.11,0.282559
5918,1688,0.3357,11,861,19.25,0.265281
5920,1767,1,17,868,18.84,0.244206
5921,1852,1.1005,20,873,18.51,0.227728
5922,1936,1.0713,8,872,18.56,0.285041
5925,1824,0.5455,12,868,18.73,0.273115
5926,1866,0.4,12,871,18.58,0.266334
5927,1918,0.1893,9,872,18.45,0.260438
5929,1879,0.4135,10,869,18.58,0.274207
5967,2008,1.0555,23,896,18.28,0.460424
5970,2014,0.1936,24,896,18.21,0.481288
5971,2048,0.7456,17,896,18.16,0.273205
5972,2067,0.6193,23,897,18.09,0.382208
5973,2060,1.995,16,897,18.04,0.452485
5974,2045,1.762,19,898,18.01,0.406845
5975,2049,1.8805,15,898,17.98,0.409809
5976,2042,0.4538,21,898,17.95,0.38496
5977,2068,0.4592,21,897,17.91,0.395539
5978,2094,0.1571,23,898,17.88,0.453182
5979,2110,0.032,22,898,17.83,0.426766
5980,2104,1.1592,21,898,17.84,0.398903
5981,2086,1.8654,20,897,17.88,0.356354
5982,2066,1.9939,15,897,17.92,0.376754
5983,2064,1.9662,17,896,17.94,0.363747
5984,2040,1.5547,16,896,17.98,0.330272
5985,2033,0.0921,19,895,18.01,0.385596
5986,2065,0.1484,29,893,18.02,0.44852
5987,2063,0.0194,17,892,18.02,0.354448
5988,2072,0.0324,22,892,18.01,0.465472
5989,2072,0.3861,14,892,18,0.393762
5990,2077,0,17,892,18.01,0.371806
5991,2075,1.2346,13,891,18.03,0.356187
5992,2052,0.6376,16,891,18.04,0.391512
5993,2034,0.8896,17,890,18.06,0.371915
5994,2024,0.5321,14,889,18.1,0.329881
5995,2018,0.0582,21,889,18.13,0.438599
5996,2029,0.1221,19,889,18.12,0.427886
5997,2035,0.8039,23,889,18.03,0.449629
5998,2059,1.3161,21,889,17.99,0.421917
5999,2077,0.7856,17,891,17.95,0.398898
6000,2077,0.6133,21,893,17.9,0.442461
6001,2097,0.9492,18,893,17.84,0.458004
6002,2130,1.1908,15,896,17.69,0.314963
6003,2146,1.4903,14,897,17.65,0.320117
6004,2176,0.0722,23,894,17.69,0.394879
6005,2158,1.6726,14,893,17.73,0.30668
6006,2111,1.2426,27,893,17.78,0.599058
6007,2128,0.0995,21,892,17.81,0.377631
6008,2131,1.9829,30,892,17.77,0.581728
6009,2144,0.2805,22,892,17.72,0.465901
6010,2161,0.0561,21,893,17.67,0.414401
6011,2162,0.8039,20,893,17.63,0.380981
6012,2181,0.1467,15,893,17.6,0.388981
6013,2176,0.2,16,893,17.58,0.349584
6014,2189,0.1317,15,893,17.55,0.364647
6015,2210,0.0157,15,894,17.48,0.341852
6016,2247,0.0101,17,896,17.36,0.396969
6017,2259,0.04,16,897,17.28,0.41125
6018,2263,1.9701,12,898,17.23,0.352808
6019,2296,0.646,15,899,17.15,0.3737
6020,2326,0.1056,17,901,17.08,0.43557
6021,2315,0.0464,21,901,17.06,0.438481
6022,2317,0.7252,23,900,17.06,0.441799
6023,2306,0.1317,26,899,17.09,0.48927
6024,2313,1.3161,25,897,17.14,0.448743
6025,2311,1.6643,18,897,17.17,0.412803
6026,2303,1.9975,14,897,17.18,0.439829
6027,2291,1.8193,22,897,17.17,0.511227
6028,2249,1.9652,27,897,17.14,0.697376
6029,2233,1.3603,28,898,17.12,0.674931
6030,2256,1.0948,24,897,17.18,0.524742
6031,2230,1.7593,21,896,17.21,0.462588
6032,2246,1.3896,18,895,17.28,0.425421
6033,2186,1.8022,6,889,17.61,0.272621
6034,2066,1.5605,11,881,18.13,0.296881
6035,1969,1.8849,7,876,18.4,0.263773
6036,1873,0.9301,11,871,18.72,0.302881
6037,1790,1.038,18,867,18.99,0.288367
6038,1785,0.0675,22,868,18.91,0.247927
6040,1837,0.1176,12,872,18.62,0.226362
6041,1869,0.6706,10,873,18.6,0.402917
6042,1898,0.0076,11,874,18.46,0.233533
6043,1951,1.9351,7,874,18.47,0.266467
6044,1903,1.9626,8,869,18.76,0.279518
6045,1823,1.8051,9,866,19.02,0.275105
6046,1698,1.4741,13,862,19.18,0.29333
6049,1735,1.9625,8,863,19.15,0.262512
6050,1684,1.9592,11,860,19.27,0.2829
6052,1832,0.001,10,868,18.84,0.246864
6053,1824,0.3055,7,868,18.74,0.248011
6057,1768,0.004,11,866,18.9,0.249953
6058,1843,0.012,13,868,18.75,0.242101
6099,2014,0.9743,24,896,18.23,0.471417
6100,2006,1.9285,18,896,18.21,0.416589
6102,2017,0.1831,25,896,18.19,0.455274
6103,2030,1,29,897,18.15,0.477239
6104,2062,0.2758,18,897,18.08,0.382726
6105,2073,1.9985,21,897,18.03,0.464446
6106,2061,1.3285,14,897,18,0.378578
6107,2064,2,18,897,17.98,0.38429
6108,2060,1.7071,22,897,17.95,0.456127
6109,2059,0.4453,25,898,17.9,0.473115
6110,2084,0.4187,27,899,17.86,0.468363
6111,2106,0.6603,26,899,17.83,0.479121
6112,2109,1.0767,23,898,17.83,0.443014
6113,2090,0.6563,14,897,17.89,0.40258
6114,2058,0.794,21,896,17.95,0.40815
6115,2081,1.3417,24,896,17.98,0.450883
6116,2055,1.9191,23,894,18.01,0.409809
6117,2027,1.8526,24,892,18.06,0.45185
6118,2011,0.8119,23,892,18.09,0.368211
6119,2029,0.0194,21,892,18.09,0.376335
6120,2064,0.0637,17,892,18.07,0.382256
6121,2074,0.8896,17,891,18.06,0.385123
6122,2057,0.8809,10,891,18.06,0.351401
6123,2046,1.1021,15,890,18.07,0.346074
6124,2031,1.5913,20,890,18.1,0.441195
6125,2012,0.2567,27,889,18.13,0.485514
6126,2008,0.1317,22,888,18.15,0.429095
6127,2014,1.7863,24,886,18.21,0.444898
6128,2025,0.7491,15,886,18.17,0.349533
6129,2054,0.0238,12,888,18.08,0.341744
6130,2042,0.2729,16,889,18.03,0.328221
6131,2053,0.8441,16,891,17.97,0.314666
6132,2072,0.0029,18,892,17.93,0.365697
6133,2097,0.0309,18,893,17.84,0.327278
6134,2131,1.1267,15,894,17.72,0.389935
6135,2124,1.0393,17,893,17.75,0.404707
6136,2114,0.0834,19,892,17.8,0.53767
6137,2131,0.7703,13,892,17.79,0.412591
6138,2095,0.7654,27,892,17.83,0.554991
6139,2137,0.0455,19,892,17.8,0.466345
6140,2137,0.1056,25,892,17.74,0.450268
6141,2149,0.0881,18,892,17.71,0.382425
6142,2164,1.8321,20,893,17.67,0.615093
6143,2168,0.2929,22,893,17.64,0.511036
6144,2172,0.8356,15,893,17.62,0.468379
6145,2179,0.1484,17,892,17.6,0.370142
6146,2209,0.5863,15,892,17.57,0.359212
6147,2212,1.6726,15,893,17.51,0.373264
6148,2214,0.2681,16,896,17.36,0.362297
6149,2228,0.0374,23,897,17.35,0.704823
6150,2254,0.6968,17,897,17.31,0.381102
6151,2285,0.0007,11,897,17.21,0.339791
6152,2296,0.72,15,900,17.09,0.389912
6153,2300,0.2,23,900,17.1,0.519892
6154,2304,0.3886,18,899,17.09,0.384877
6155,2291,1.8793,27,897,17.12,0.465486
6156,2291,0.0006,26,897,17.17,0.588894
6157,2295,1,25,897,17.21,0.476365
6158,2300,0.8759,27,896,17.22,0.471003
6159,2292,0.8356,21,895,17.22,0.486908
6160,2273,1.8321,22,896,17.21,0.604049
6161,2278,1,18,895,17.27,0.513114
6162,2257,1.5144,20,894,17.32,0.622538
6163,2202,0.3291,19,892,17.41,0.442644
6164,2206,0.4179,7,891,17.49,0.293997
6165,2124,0.8643,13,884,17.86,0.277163
6166,2028,1.2312,20,880,18.15,0.29286
6167,1961,0.8724,13,874,18.48,0.302279
6168,1872,1.4207,7,870,18.81,0.294642
6169,1801,1.8811,7,866,19.08,0.290979
6170,1688,1.5684,17,862,19.25,0.668144
6171,1731,0.0058,13,866,19.04,0.227853
6172,1815,0.2355,10,868,18.86,0.268333
6173,1816,0.2704,8,868,18.88,0.314369
6174,1812,0.0112,11,868,18.83,0.253723
6175,1867,0.1239,9,870,18.7,0.221106
6176,1865,0.3391,9,869,18.75,0.231616
6177,1840,1.9478,10,867,18.92,0.235176
6178,1757,1.9526,10,861,19.25,0.275344
6179,1659,1.8437,15,859,19.33,0.35212
6181,1744,1.9994,5,863,19.18,0.248234
6182,1682,1.9175,11,859,19.29,0.27577
6188,1692,1.4421,17,860,19.25,0.330758
6227,2004,0.5992,15,898,18.24,0.385121
6228,2016,1.7849,19,898,18.19,0.472688
6229,2000,0.9524,15,897,18.23,0.38345
6230,2013,1.9806,18,896,18.21,0.382843
6232,2018,1.9923,16,896,18.17,0.408033
6233,2002,1.4741,20,896,18.21,0.45197
6234,2017,0.0513,16,897,18.19,0.404226
6235,2040,0.0862,21,897,18.14,0.411859
6236,2068,0.1405,24,897,18.08,0.361744
6237,2077,1.4741,16,897,18.03,0.386799
6238,2076,1.5547,15,897,18,0.47387
6239,2076,0.7574,10,897,17.98,0.25572
6240,2084,1.9864,21,897,17.94,0.386246
6241,2079,0.4592,20,899,17.89,0.430564
6242,2084,0.542,24,900,17.85,0.484981
6243,2115,0.2191,27,899,17.83,0.422106
6244,2107,1.6508,23,898,17.83,0.468707
6245,2083,1.6369,19,897,17.92,0.490135
6246,2035,1.427,20,894,18.02,0.498675
6247,2055,0.7368,20,893,18.07,0.44106
6248,2027,0.6376,24,892,18.11,0.470725
6249,2019,1.2426,21,891,18.14,0.409739
6250,1982,1.4788,21,890,18.19,0.376096
6251,2026,0.2652,17,890,18.18,0.329534
6252,2039,0.0057,29,890,18.14,0.429717
6253,2072,1.1644,19,890,18.11,0.379574
6254,2039,1.5264,17,890,18.11,0.364069
6255,2025,0.1807,17,890,18.14,0.327594
6256,2014,0.3753,24,889,18.17,0.409869
6257,2004,1.2094,27,886,18.21,0.524871
6258,2006,0.3786,27,886,18.24,0.457541
6259,2029,0.1284,16,886,18.22,0.35082
6260,2041,0.2191,14,886,18.17,0.376743
6261,2028,0.6637,19,886,18.12,0.396005
6262,2041,0.1056,16,888,18.05,0.386207
6263,2050,0.163,15,891,18.01,0.401138
6264,2094,0.7078,20,892,17.94,0.407519
6265,2122,0.5308,13,893,17.82,0.403589
6266,2107,1.383,10,893,17.78,0.370222
6267,2071,0.8356,18,892,17.86,0.349892
6268,2047,0.7574,17,892,17.9,0.433823
6269,2071,0.5359,13,891,17.9,0.341183
6270,2067,0.4631,27,890,17.9,0.483372
6271,2144,0.3753,16,891,17.82,0.406192
6272,2160,1.2982,16,892,17.75,0.396785
6273,2169,1.217,19,892,17.71,0.320616
6274,2167,1.6,18,892,17.67,0.46835
6275,2173,0.8586,15,892,17.66,0.434094
6276,2182,0.3753,18,891,17.64,0.414168
6277,2191,0.2238,15,892,17.61,0.349227
6278,2215,0.1284,17,893,17.53,0.390433
6279,2226,1.7682,15,896,17.39,0.382114
6280,2210,1.8051,14,894,17.44,0.38487
6281,2208,0.152,20,894,17.49,0.395883
6282,2248,0.0081,16,895,17.4,0.402306
6283,2263,0.0022,17,897,17.25,0.354602
6284,2276,0.0809,13,897,17.19,0.413357
6285,2287,0.6583,22,897,17.18,0.418551
6286,2289,1.2426,21,897,17.17,0.455252
6287,2278,0.9052,19,897,17.17,0.49923
6288,2271,0.152,24,897,17.21,0.434265
6289,2269,1.1961,25,896,17.25,0.558414
6290,2292,0.0324,21,895,17.26,0.500655
6291,2279,1.1104,27,895,17.25,0.494924
6292,2284,0.0809,25,895,17.28,0.476658
6293,2273,1.5329,23,895,17.33,0.533725
6294,2230,1.0624,20,892,17.4,0.576157
6295,2203,1.5547,21,891,17.5,0.375334
6296,2103,1.606,14,887,17.76,0.287838
6297,2093,0,11,880,18.18,0.245599
6298,2050,1.766,9,878,18.3,0.285049
6300,1827,1.4229,8,869,18.9,0.400682
6301,1781,1,12,865,19.13,0.279132
6303,1664,0.0867,13,862,19.27,0.250572
6305,1775,0.0101,9,864,19.09,0.266511
6306,1769,1.3714,9,865,19.02,0.296838
6308,1808,0.3072,16,868,18.83,0.194645
6309,1882,1.8552,8,869,18.82,0.24959
6314,1707,1.538,9,857,19.4,0.255368
6315,1626,1.9265,12,856,19.41,0.296612
6318,1672,0.0034,8,859,19.26,0.259096
6319,1699,0,8,860,19.23,0.224746
6351,1990,1.4722,20,899,18.25,0.443257
6354,1997,0.2712,23,899,18.23,0.44986
6355,2015,1.187,17,900,18.19,0.43951
6357,2006,1.5767,18,898,18.24,0.363397
6358,2001,1.995,18,898,18.23,0.426042
6359,2012,0.5527,22,898,18.21,0.455593
6360,2025,1.8,24,898,18.16,0.522093
6361,2031,1.19,18,898,18.19,0.447587
6362,2031,1.9864,18,898,18.16,0.43353
6363,2039,0.8586,26,898,18.11,0.481904
6364,2048,1.8019,24,897,18.12,0.475047
6365,2028,1.9363,17,897,18.14,0.390785
6366,2005,0.7974,30,897,18.16,0.446193
6367,2024,1.8137,25,897,18.12,0.636133
6368,2029,0.0167,24,897,18.07,0.441894
6369,2056,0.3332,17,897,18.03,0.380557
6370,2066,0.4453,18,897,18.01,0.42896
6371,2078,1.7071,27,897,17.98,0.473576
6372,2088,0.0688,24,898,17.93,0.472277
6373,2092,0.0862,23,898,17.89,0.443342
6374,2108,0.2758,21,899,17.85,0.359998
6375,2127,1,19,899,17.83,0.368993
6376,2116,1.2094,25,898,17.82,0.443542
6377,2069,1.4604,23,895,17.99,0.466487
6378,2035,1.5865,24,893,18.09,0.447414
6379,1994,1.7296,27,891,18.19,0.465467
6380,1996,0.0513,24,891,18.2,0.391944
6381,1997,1.4819,21,891,18.21,0.383469
6382,1960,1.6423,23,889,18.24,0.456399
6383,1990,0.3786,24,889,18.24,0.45403
6384,2006,0.0513,26,889,18.19,0.38275
6385,2042,0.3414,16,890,18.15,0.414708
6386,2023,1.5666,15,890,18.14,0.370143
6387,2006,1.9398,24,888,18.2,0.476483
6388,2000,1.2565,26,886,18.25,0.463305
6389,2005,0.6953,23,886,18.28,0.396753
6390,2013,0.6988,15,886,18.28,0.386488
6391,2012,0.3075,15,886,18.19,0.404158
6392,2000,0.4266,24,886,18.17,0.628318
6393,2017,0.5527,22,886,18.16,0.428783
6394,2029,1.365,16,886,18.09,0.375152
6395,2056,0.4683,15,889,18.01,0.364422
6396,2092,0.0002,15,892,17.91,0.345976
6397,2101,0.5527,10,892,17.82,0.293885
6398,2090,0.842,13,892,17.84,0.354935
6399,2060,1.8253,18,891,17.93,0.364407
6400,2031,0.0745,24,888,17.98,0.345992
6401,2069,0.9075,13,888,17.99,0.312054
6402,2083,1,15,889,17.94,0.295987
6403,2119,0.2839,24,891,17.83,0.386369
6404,2172,1.0363,19,892,17.76,0.4221
6405,2195,1.8805,11,892,17.69,0.380792
6406,2184,1.9529,16,892,17.67,0.346641
6407,2176,1.3939,15,892,17.65,0.360808
6408,2180,0.0963,20,891,17.65,0.484274
6409,2198,0.706,16,891,17.59,0.441399
6410,2227,1.0286,16,894,17.45,0.328093
6411,2218,1.5608,14,894,17.4,0.352995
6412,2193,0.641,12,894,17.49,0.383172
6413,2194,0.4307,27,892,17.53,0.746059
6414,2229,0.4029,27,893,17.48,0.561058
6415,2263,0.1425,24,896,17.31,0.434107
6416,2277,0.5212,18,896,17.27,0.421377
6417,2291,0.0136,23,896,17.27,0.519635
6418,2299,1.6,23,896,17.24,0.508345
6419,2295,1.3657,23,896,17.22,0.637766
6420,2273,1.9933,24,895,17.25,0.657512
6421,2255,0.6061,27,894,17.28,0.607042
6422,2259,0.0266,23,895,17.3,0.618547
6423,2255,0.3695,20,895,17.32,0.609894
6424,2264,0.6672,14,894,17.36,0.46653
6425,2210,0.7924,15,892,17.41,0.313128
6426,2161,0.1697,16,890,17.54,0.375744
6427,2157,0.3479,13,889,17.61,0.317105
6428,2097,1.7668,9,884,17.9,0.285267
6429,1986,0.9287,15,879,18.19,0.379148
6430,2015,0.6998,11,876,18.4,0.264732
6431,1933,1.9295,8,874,18.59,0.279152
6432,1884,1.5071,8,869,18.83,0.274593
6434,1693,0.3915,10,861,19.34,0.244301
6439,1698,0.1235,12,865,19.06,0.241213
6447,1686,1.3363,8,856,19.53,0.263892
6448,1599,1.4568,8,853,19.61,0.268736
6449,1611,0.0037,9,855,19.47,0.278525
6450,1658,0.1621,11,857,19.34,0.231719
6482,2002,0.3217,20,899,18.23,0.447703
6483,2020,0.9287,21,899,18.19,0.432984
6484,2017,1.9487,22,899,18.18,0.44543
6485,2011,1.5767,25,898,18.21,0.489351
6486,2023,0.9475,24,900,18.2,0.462401
6487,2029,1.8824,21,900,18.16,0.480853
6489,2031,1.9806,20,899,18.19,0.471204
6490,2021,1.8169,25,898,18.18,0.472142
6491,2037,1.2632,18,898,18.16,0.468949
6492,2033,1.669,23,898,18.13,0.469876
6493,2042,1.0218,23,898,18.11,0.431466
6494,2042,1.6726,22,898,18.08,0.489322
6495,2031,1.5547,19,899,18.05,0.412907
6497,2033,1.6489,15,899,18.06,0.387625
6498,2038,0.4453,23,898,18.05,0.434969
6499,2053,1.5882,17,898,18.03,0.423456
6500,2041,0.7252,21,898,18.01,0.424871
6501,2050,0.1258,23,897,18.01,0.412866
6502,2058,0.9005,27,898,17.99,0.445491
6503,2066,0.1679,26,899,17.95,0.461305
6504,2077,0.3357,29,899,17.92,0.499836
6505,2088,0.8039,27,899,17.88,0.512133
6506,2111,0.1936,27,899,17.84,0.446222
6507,2132,0.8586,24,899,17.82,0.449198
6508,2091,1.9655,27,897,17.84,0.489839
6509,2052,1.9261,25,895,17.94,0.467217
6510,2020,1.9942,16,893,18.11,0.350422
6511,2018,1.2957,26,891,18.21,0.425185
6512,1991,1.9701,18,890,18.24,0.433406
6513,1961,1.8944,18,889,18.27,0.433473
6514,1947,1.5408,19,888,18.3,0.35728
6515,1966,0.7252,17,888,18.31,0.425131
6516,1955,0.0705,25,887,18.3,0.464526
6517,1998,0.0194,20,887,18.26,0.376241
6518,2005,0.8759,15,887,18.24,0.388874
6519,1989,0.8142,23,886,18.28,0.520117
6520,1988,0.4961,19,885,18.34,0.370454
6521,1994,0.0769,17,884,18.35,0.338985
6522,1987,1.3387,19,885,18.28,0.412974
6523,1989,0.0005,18,886,18.22,0.390607
6524,2013,0.8441,16,885,18.21,0.368342
6525,2045,0.7574,15,886,18.18,0.356152
6526,2047,0.4592,13,886,18.13,0.30548
6527,2050,0.0266,16,888,18.05,0.339971
6528,2054,0.0513,14,891,17.97,0.334897
6529,2064,0.2792,13,892,17.9,0.383929
6530,2074,0.0116,14,891,17.94,0.330427
6531,2050,0.9487,17,888,18.02,0.382098
6532,2025,0.74,22,888,18.07,0.471887
6533,2073,0.0006,15,888,18.04,0.318214
6534,2088,0.0422,15,888,17.96,0.424908
6535,2110,0.0015,21,890,17.86,0.456878
6536,2155,0,20,891,17.75,0.39491
6537,2191,0.1169,20,892,17.66,0.376343
6538,2194,1.8385,15,893,17.6,0.400236
6539,2203,1.6748,18,892,17.61,0.37797
6540,2202,1.9285,16,891,17.61,0.407067
6541,2232,1.6247,18,894,17.49,0.419668
6542,2232,0.1679,15,894,17.38,0.465439
6543,2201,1.0889,15,894,17.42,0.377059
6544,2178,0.7974,15,893,17.49,0.399988
6545,2190,1.1286,25,892,17.51,0.512853
6546,2255,0.5196,21,894,17.44,0.417231
6547,2256,0.9667,13,895,17.32,0.310407
6548,2258,0.4453,18,895,17.3,0.345849
6549,2268,0.0004,28,895,17.3,0.413208
6550,2281,0.278,28,895,17.28,0.576105
6551,2304,1.9487,27,895,17.27,0.599229
6552,2288,1.9603,28,894,17.28,0.580077
6553,2256,1.9864,23,895,17.32,0.702209
6554,2234,0.1546,27,894,17.35,0.645127
6555,2216,0.8906,18,894,17.37,0.435108
6556,2144,1.0781,14,890,17.51,0.36489
6557,2072,0.4932,18,887,17.75,0.32719
6558,2053,0.1331,15,884,17.89,0.284346
6559,2084,1.3714,10,886,17.78,0.273656
6560,2074,0.6094,10,881,18.05,0.261793
6561,1973,1.4871,4,878,18.31,0.264413
6562,1898,0.5949,15,874,18.56,0.272368
6563,1859,0.7446,10,869,18.82,0.279394
6564,1791,0.701,9,866,18.96,0.247182
6565,1757,0.6953,8,863,19.15,0.277419
6568,1629,1.9836,12,856,19.56,0.511847
6569,1603,1.3512,12,855,19.63,0.290861
6571,1697,0.2663,10,861,19.3,0.243188
6575,1649,1.9776,7,857,19.51,0.231127
6576,1595,1.9558,13,852,19.69,0.239656
6577,1560,0.2395,9,851,19.72,0.24018
6614,2018,0.6749,22,900,18.19,0.442235
6615,2064,1.3714,20,900,18.15,0.486566
6616,2066,1.7134,23,901,18.12,0.473676
6617,2066,1.4939,26,901,18.09,0.458004
6618,2065,1.5603,23,901,18.07,0.43111
6619,2038,1.6043,24,901,18.08,0.478835
6620,2026,1.9578,27,900,18.12,0.447476
6621,2038,0.2929,24,900,18.14,0.427622
6622,2043,1.731,22,900,18.12,0.433577
6623,2057,0.8896,19,900,18.09,0.36561
6624,2053,1.2304,22,900,18.06,0.458555
6625,2067,1.6968,21,900,18.02,0.479856
6626,2054,1.5087,18,899,18,0.463503
6627,2045,1.7071,21,899,18,0.399899
6628,2050,1.9405,19,900,17.99,0.474048
6629,2038,1.9119,21,899,17.98,0.445067
6630,2034,0.0896,18,899,17.98,0.374672
6631,2067,1.7372,18,899,17.98,0.425096
6632,2062,1.987,21,899,17.98,0.43339
6633,2048,0.4856,27,899,17.98,0.531605
6634,2056,1.9701,23,899,17.96,0.446654
6635,2057,1.3714,24,899,17.92,0.480846
6636,2068,1,28,899,17.9,0.447599
6637,2085,0.5039,17,899,17.87,0.325234
6638,2124,0.1212,22,899,17.84,0.429821
6639,2135,1.8361,20,899,17.81,0.368149
6640,2098,0.3919,20,898,17.82,0.418805
6641,2082,0.9005,26,895,17.97,0.497947
6642,2048,1.4473,18,894,18.08,0.403004
6643,2031,0.2652,15,892,18.14,0.42452
6644,2000,0.5527,19,890,18.21,0.396957
6645,1977,1.8998,24,888,18.3,0.37138
6646,1950,1.9988,22,887,18.35,0.418935
6647,1927,1.307,23,886,18.39,0.477383
6648,1927,1.9391,24,885,18.42,0.455925
6649,1948,0.0037,16,885,18.41,0.342664
6650,1977,0.0393,19,885,18.4,0.345075
6651,1976,1.9671,19,884,18.4,0.40336
6652,1965,0.0513,24,883,18.41,0.423176
6653,1983,0.7178,11,883,18.38,0.303769
6654,1975,1.7226,12,883,18.34,0.374711
6655,1972,0.0021,18,884,18.27,0.343071
6656,2004,0.2358,12,885,18.2,0.29567
6658,2024,0.0101,12,886,18.12,0.324511
6659,2036,1.2544,17,887,18.11,0.409346
6660,2026,0.228,18,887,18.06,0.382052
6661,2050,0.2,13,889,18,0.350593
6662,2062,0.8356,18,888,18.05,0.368564
6663,2028,1.6932,18,886,18.12,0.415231
6664,2016,0.4392,23,886,18.12,0.387158
6665,2050,0.5359,15,886,18.07,0.32992
6666,2073,0.5321,21,888,17.99,0.520459
6667,2107,0.4028,20,889,17.89,0.425032
6668,2152,0.4453,22,891,17.74,0.388339
6669,2208,0.0862,14,894,17.57,0.40202
6670,2223,0.0238,18,895,17.45,0.42666
6671,2236,0.331,15,895,17.42,0.495731
6672,2228,1.9217,16,894,17.39,0.43434
6673,2228,1.7682,14,894,17.37,0.380335
6674,2199,1.6794,13,894,17.44,0.421273
6675,2168,0.9546,20,893,17.5,0.43905
6676,2167,0.0101,24,892,17.51,0.698577
6677,2209,0.0397,22,894,17.45,0.356356
6678,2229,0.6784,16,895,17.4,0.541174
6679,2228,0.2106,12,895,17.34,0.357593
6680,2232,0.0219,23,894,17.36,0.617521
6681,2256,0.021,19,894,17.36,0.494153
6682,2275,0.0005,27,894,17.34,0.527746
6683,2288,0.2548,26,894,17.33,0.697051
6684,2287,0.6739,21,893,17.34,0.4935
6685,2233,1.1016,19,893,17.39,0.468916
6686,2184,0.5634,19,892,17.47,0.326251
6687,2107,0.9029,13,889,17.66,0.614055
6688,2047,0.8039,18,884,17.91,0.429379
6689,1990,1.217,17,880,18.18,0.413221
6690,1967,0,21,879,18.28,0.409451
6691,2045,0.3236,15,880,18.11,0.289729
6692,1963,1.4421,13,879,18.25,0.353515
6693,1945,0.3587,10,875,18.44,0.254512
6695,1795,0.6154,10,866,19.02,0.275157
6696,1761,1.3846,5,865,19.08,0.303285
6698,1666,1.8768,13,861,19.32,0.248113
6699,1661,1.9119,8,858,19.44,0.266058
6700,1636,1.9977,10,855,19.59,0.237055
6704,1658,0.4,11,859,19.34,0.209871
6707,1681,0.2525,10,856,19.49,0.205408
6708,1627,1.9895,10,853,19.61,0.227764
6747,2046,0.0862,21,901,18.13,0.489871
6748,2119,0.5375,27,903,18.02,0.492786
6749,2173,1.5054,22,904,17.89,0.329008
6750,2098,1.8443,21,904,17.86,0.553515
6751,2065,1.9647,23,902,17.95,0.571185
6752,2051,1.9956,26,902,17.99,0.50591
6753,2027,1.5693,26,901,18.03,0.449309
6754,2045,0.1363,27,900,18.03,0.436864
6755,2076,0.229,21,900,17.99,0.418843
6756,2085,1.2426,21,901,17.95,0.454663
6757,2087,1.9839,23,900,17.93,0.452805
6758,2073,1.7071,24,900,17.95,0.528037
6759,2073,1.8107,17,900,17.94,0.380314
6760,2075,1.9749,18,900,17.95,0.422196
6761,2067,0.6839,31,900,17.97,0.496922
6762,2075,1.9062,21,900,17.98,0.461567
6763,2059,0.5144,19,899,17.98,0.425157
6764,2071,0.0385,16,899,17.97,0.404408
6765,2076,1.3012,21,899,17.94,0.440708
6766,2069,1.3285,24,899,17.91,0.451723
6767,2083,1.8221,26,899,17.88,0.389988
6768,2096,0.6839,17,899,17.86,0.354276
6769,2083,1.1191,23,899,17.86,0.384159
6770,2070,0.0988,23,899,17.84,0.409049
6771,2104,0.8286,21,899,17.82,0.388874
6772,2056,1.2576,21,896,17.89,0.401752
6773,2048,0.507,22,894,18.05,0.440395
6774,2014,0.9693,20,892,18.15,0.448018
6775,1985,0.7368,17,890,18.23,0.366725
6776,1966,1.9487,20,888,18.29,0.399636
6777,1959,1.8944,24,888,18.35,0.491794
6778,1988,1.3624,19,887,18.38,0.434859
6779,1991,1.7004,18,885,18.4,0.436672
6780,1964,1.9835,27,884,18.43,0.513245
6781,1914,1.8575,24,883,18.49,0.45
6782,1912,0,19,883,18.5,0.357587
6783,1954,0.2929,21,883,18.47,0.447277
6784,1949,0.0945,26,883,18.45,0.597082
6785,1977,1.0786,20,883,18.43,0.391063
6786,1953,0.1893,28,883,18.38,0.515073
6787,1981,0.8039,21,883,18.3,0.383098
6788,2004,0.0338,12,885,18.23,0.319661
6789,2018,0.5039,16,886,18.18,0.408625
6790,2016,0.1056,19,886,18.16,0.439741
6791,2002,0.6104,11,884,18.2,0.32348
6792,2030,0.0186,19,886,18.14,0.375957
6793,2016,0.6518,10,887,18.09,0.341834
6794,2022,0.8695,16,886,18.13,0.369389
6795,2000,0.5939,17,884,18.19,0.450474
6796,2034,1.0499,21,885,18.16,0.355536
6797,2051,0.1538,15,886,18.1,0.365986
